C,Si,Mn,P,S,Cr,Ni,Cu,Mo,V,Sn,Al,Ti,Nb,CEQ,板坯装炉前温度,轧制道次数,精轧道次数,轧制厚度,粗轧开轧温度_测量平均,粗轧终止温度_测量平均,精轧开轧温度_测量平均,精轧终止温度_测量平均,抽出平均温度,TENSION_RM,YIELD_REH,EL
0.153,0.28,1.25,0.015,0.004,0.02,0.01,0.01,0.001,0.002,0.003,0.033,0.019,0.012,0.37,244,14,7,11.64,1156,1104,892,785,1191,547,476,30.0
0.142,0.26,1.25,0.015,0.007,0.02,0.01,0.02,0.001,0.002,0.003,0.032,0.017,0.017,0.35,241,14,7,11.64,1163,1110,902,792,1188,547,475,28.5
0.142,0.26,1.25,0.015,0.007,0.02,0.01,0.02,0.001,0.002,0.003,0.032,0.017,0.017,0.35,282,14,7,11.75,1165,1114,904,790,1187,551,448,26.5
0.157,0.26,1.25,0.016,0.004,0.02,0.01,0.01,0.001,0.002,0.003,0.034,0.022,0.013,0.37,196,14,7,15.65,1165,1114,888,818,1184,542,448,30.5
0.147,0.25,1.23,0.016,0.004,0.02,0.01,0.01,0.002,0.002,0.003,0.034,0.016,0.015,0.36,303,16,9,31.92,1184,1129,852,814,1201,538,443,30.0
0.15,0.26,1.25,0.015,0.003,0.02,0.01,0.01,0.002,0.001,0.003,0.035,0.018,0.012,0.36,228,12,9,40.2,1171,1109,854,834,1191,540,405,27.5
0.151,0.26,1.24,0.015,0.002,0.02,0.01,0.01,0.001,0.002,0.003,0.031,0.015,0.014,0.37,37,12,7,39.66,1162,1119,856,849,1205,545,442,28.5
0.153,0.29,1.25,0.012,0.004,0.02,0.01,0.01,0.001,0.002,0.002,0.032,0.017,0.013,0.37,628,18,9,24.63,1162,1110,878,805,1187,532,414,29.0
0.153,0.29,1.25,0.012,0.004,0.02,0.01,0.01,0.001,0.002,0.002,0.032,0.017,0.013,0.37,628,18,9,23.38,1150,1102,880,821,1187,533,422,27.5
0.153,0.29,1.25,0.012,0.004,0.02,0.01,0.01,0.001,0.002,0.002,0.032,0.017,0.013,0.37,614,18,9,23.38,1145,1097,879,814,1186,525,418,28.0
0.144,0.31,1.27,0.015,0.005,0.02,0.01,0.02,0.001,0.002,0.002,0.033,0.016,0.014,0.36,609,18,9,23.34,1144,1082,887,818,1185,535,461,28.5
0.144,0.31,1.27,0.015,0.005,0.02,0.01,0.02,0.001,0.002,0.002,0.033,0.016,0.014,0.36,605,18,9,23.34,1155,1109,905,842,1192,534,420,28.0
0.144,0.31,1.27,0.015,0.005,0.02,0.01,0.02,0.001,0.002,0.002,0.033,0.016,0.014,0.36,618,14,9,19.34,1141,1090,886,791,1193,530,430,28.0
0.144,0.31,1.27,0.015,0.005,0.02,0.01,0.02,0.001,0.002,0.002,0.033,0.016,0.014,0.36,613,18,9,19.34,1155,1103,883,796,1196,543,462,28.0
0.15,0.3,1.24,0.012,0.004,0.02,0.01,0.01,0.001,0.001,0.002,0.037,0.015,0.013,0.36,605,18,9,19.34,1156,1102,885,797,1188,551,440,27.0
0.15,0.3,1.24,0.012,0.004,0.02,0.01,0.01,0.001,0.001,0.002,0.037,0.015,0.013,0.36,647,18,9,19.34,1164,1112,902,808,1201,538,428,27.5
0.15,0.3,1.24,0.012,0.004,0.02,0.01,0.01,0.001,0.001,0.002,0.037,0.015,0.013,0.36,633,18,9,19.37,1164,1111,895,808,1199,530,415,27.5
0.15,0.3,1.24,0.012,0.004,0.02,0.01,0.01,0.001,0.001,0.002,0.037,0.015,0.013,0.36,625,18,9,15.52,1157,1103,913,786,1197,500,404,27.5
0.146,0.26,1.26,0.015,0.008,0.02,0.01,0.01,0.001,0.001,0.002,0.033,0.017,0.013,0.36,620,14,9,15.37,1175,1118,911,782,1196,536,426,27.0
0.146,0.26,1.26,0.015,0.008,0.02,0.01,0.01,0.001,0.001,0.002,0.033,0.017,0.013,0.36,624,18,9,15.37,1163,1108,913,785,1196,528,443,27.5
0.146,0.26,1.26,0.015,0.008,0.02,0.01,0.01,0.001,0.001,0.002,0.033,0.017,0.013,0.36,611,18,9,15.37,1153,1099,916,791,1187,515,410,27.0
0.144,0.26,1.24,0.01,0.002,0.02,0.01,0.02,0.001,0.001,0.002,0.027,0.016,0.012,0.36,606,14,9,15.4,1139,1087,919,787,1186,523,422,28.0
0.152,0.27,1.23,0.014,0.004,0.02,0.01,0.01,0.001,0.002,0.003,0.041,0.019,0.014,0.36,21,14,7,15.62,1144,1094,893,808,1182,524,438,27.5
0.15,0.3,1.22,0.014,0.002,0.02,0.01,0.01,0.002,0.001,0.002,0.029,0.018,0.013,0.36,598,16,9,26.82,1177,1124,864,812,1199,569,475,27.5
0.15,0.3,1.22,0.014,0.002,0.02,0.01,0.01,0.002,0.001,0.002,0.029,0.018,0.013,0.36,624,16,9,26.52,1151,1102,865,811,1205,531,436,25.0
0.152,0.29,1.25,0.014,0.007,0.02,0.01,0.01,0.003,0.002,0.002,0.037,0.02,0.013,0.37,603,16,9,26.05,1170,1118,864,806,1207,548,446,27.5
0.157,0.26,1.24,0.012,0.003,0.02,0.01,0.01,0.002,0.002,0.002,0.028,0.014,0.013,0.37,583,16,9,25.7,1153,1103,859,806,1192,529,408,26.0
0.157,0.26,1.24,0.012,0.003,0.02,0.01,0.01,0.002,0.002,0.002,0.028,0.014,0.013,0.37,608,16,9,25.5,1160,1110,865,805,1198,530,416,29.5
0.151,0.25,1.22,0.011,0.005,0.02,0.01,0.01,0.002,0.001,0.002,0.028,0.015,0.013,0.36,640,16,9,24.95,1166,1115,868,822,1199,533,405,27.5
0.148,0.25,1.21,0.012,0.004,0.02,0.01,0.01,0.001,0.001,0.002,0.037,0.016,0.013,0.36,610,16,9,23.95,1160,1109,875,814,1197,534,455,28.0
0.152,0.29,1.23,0.015,0.004,0.02,0.01,0.02,0.002,0.002,0.002,0.03,0.016,0.013,0.36,587,16,9,22.35,1164,1111,867,805,1191,529,435,27.5
0.153,0.26,1.22,0.012,0.004,0.02,0.01,0.02,0.003,0.002,0.002,0.032,0.019,0.014,0.36,578,16,9,22.35,1163,1111,874,808,1192,525,420,28.0
0.152,0.25,1.23,0.015,0.003,0.02,0.01,0.02,0.001,0.002,0.002,0.031,0.017,0.013,0.36,581,16,9,21.1,1173,1118,876,798,1198,534,450,28.5
0.152,0.25,1.23,0.015,0.003,0.02,0.01,0.02,0.001,0.002,0.002,0.031,0.017,0.013,0.36,569,16,9,20.5,1160,1106,871,795,1181,534,435,28.5
0.152,0.25,1.23,0.015,0.004,0.02,0.01,0.01,0.001,0.002,0.002,0.023,0.013,0.012,0.36,635,18,9,28.25,1166,1114,870,817,1218,531,447,26.0
0.152,0.25,1.23,0.015,0.004,0.02,0.01,0.01,0.001,0.002,0.002,0.023,0.013,0.012,0.36,636,18,9,28.25,1161,1110,872,818,1207,521,433,25.5
0.153,0.27,1.26,0.015,0.002,0.02,0.01,0.01,0.003,0.002,0.002,0.038,0.017,0.017,0.37,592,14,7,24.41,1178,1124,855,820,1191,556,458,27.5
0.153,0.27,1.26,0.015,0.002,0.02,0.01,0.01,0.003,0.002,0.002,0.038,0.017,0.017,0.37,593,14,7,24.41,1132,1085,853,821,1187,558,479,26.5
0.151,0.27,1.24,0.013,0.006,0.02,0.01,0.01,0.002,0.002,0.002,0.036,0.016,0.016,0.38,584,14,7,21.0,1172,1115,842,792,1188,564,473,27.5
0.151,0.27,1.24,0.013,0.006,0.02,0.01,0.01,0.002,0.002,0.002,0.036,0.016,0.016,0.38,594,14,7,24.41,1160,1109,859,821,1187,549,459,26.5
0.151,0.28,1.25,0.014,0.005,0.02,0.01,0.02,0.002,0.002,0.003,0.03,0.016,0.015,0.37,635,14,9,30.15,1151,1101,858,814,1183,547,474,29.0
0.151,0.28,1.25,0.014,0.005,0.02,0.01,0.02,0.002,0.002,0.003,0.03,0.016,0.015,0.37,629,14,9,30.15,1167,1115,865,821,1185,523,458,28.0
0.151,0.24,1.25,0.013,0.004,0.02,0.01,0.02,0.002,0.002,0.003,0.026,0.013,0.012,0.37,618,14,9,30.15,1162,1107,835,794,1184,548,478,28.5
0.151,0.28,1.25,0.014,0.005,0.02,0.01,0.02,0.002,0.002,0.003,0.03,0.016,0.015,0.37,638,14,9,30.15,1151,1101,849,808,1179,553,501,27.5
0.151,0.24,1.25,0.013,0.004,0.02,0.01,0.02,0.002,0.002,0.003,0.026,0.013,0.012,0.37,624,14,9,30.95,1170,1117,855,809,1189,543,464,28.5
0.144,0.23,1.28,0.013,0.003,0.02,0.01,0.02,0.002,0.002,0.002,0.027,0.014,0.014,0.36,566,14,9,43.25,1165,1116,879,842,1178,528,422,26.5
0.158,0.23,1.24,0.014,0.01,0.02,0.01,0.02,0.002,0.001,0.003,0.039,0.017,0.013,0.37,621,18,11,20.505000000000003,1178,1129,884,848,1187,557,403,26.0
0.151,0.29,1.24,0.012,0.005,0.02,0.01,0.02,0.003,0.001,0.002,0.034,0.017,0.012,0.36,20,14,7,35.65,1180,1130,866,845,1195,511,388,27.5
0.144,0.28,1.24,0.015,0.003,0.02,0.01,0.01,0.001,0.002,0.003,0.026,0.016,0.011,0.36,101,14,5,7.75,1165,1114,878,853,1197,556,423,27.0
0.144,0.28,1.24,0.015,0.003,0.02,0.01,0.01,0.001,0.002,0.003,0.026,0.016,0.011,0.36,27,14,5,7.82,1201,1147,878,858,1197,544,412,27.0
0.146,0.29,1.24,0.016,0.006,0.02,0.01,0.01,0.002,0.002,0.003,0.027,0.017,0.012,0.36,29,14,5,7.82,1203,1149,878,857,1197,572,434,28.0
0.146,0.29,1.24,0.016,0.006,0.02,0.01,0.01,0.002,0.002,0.003,0.027,0.017,0.012,0.36,29,14,5,9.7,1176,1131,878,818,1219,546,409,27.0
0.15,0.26,1.22,0.014,0.004,0.02,0.01,0.01,0.001,0.002,0.003,0.031,0.014,0.013,0.36,624,14,7,15.58,1143,1093,885,808,1181,526,409,27.0
0.155,0.27,1.24,0.011,0.007,0.02,0.01,0.01,0.001,0.001,0.003,0.033,0.017,0.013,0.37,644,14,7,15.6,1145,1095,887,814,1181,522,398,27.0
0.155,0.27,1.24,0.011,0.007,0.02,0.01,0.01,0.001,0.001,0.003,0.033,0.017,0.013,0.37,633,14,7,15.56,1150,1100,888,810,1178,537,424,27.0
0.149,0.3,1.23,0.018,0.002,0.02,0.01,0.01,0.002,0.002,0.003,0.03,0.019,0.012,0.36,594,14,7,13.5,1154,1098,913,793,1190,537,448,28.0
0.149,0.3,1.23,0.018,0.002,0.02,0.01,0.01,0.002,0.002,0.003,0.03,0.019,0.012,0.36,591,14,7,13.5,1178,1121,920,807,1200,531,436,27.5
0.151,0.25,1.25,0.013,0.004,0.02,0.01,0.01,0.002,0.001,0.003,0.029,0.018,0.012,0.37,572,14,7,15.55,1165,1114,878,818,1196,538,442,28.0
0.151,0.25,1.25,0.013,0.004,0.02,0.01,0.01,0.002,0.001,0.003,0.029,0.018,0.012,0.37,574,14,7,22.0,1157,1111,884,843,1194,534,432,27.0
0.151,0.25,1.25,0.013,0.004,0.02,0.01,0.01,0.002,0.001,0.003,0.029,0.018,0.012,0.37,565,12,7,20.0,1153,1100,884,833,1195,534,455,27.0
0.151,0.25,1.25,0.013,0.004,0.02,0.01,0.01,0.002,0.001,0.003,0.029,0.018,0.012,0.37,575,14,7,16.3,1168,1121,910,843,1196,523,419,27.0
0.151,0.26,1.25,0.015,0.008,0.02,0.01,0.01,0.002,0.001,0.003,0.037,0.018,0.013,0.37,578,14,7,16.3,1181,1132,914,842,1204,536,442,27.5
0.151,0.26,1.25,0.015,0.008,0.02,0.01,0.01,0.002,0.001,0.003,0.037,0.018,0.013,0.37,580,14,7,15.8,1173,1124,921,843,1196,545,423,27.5
0.151,0.26,1.25,0.015,0.008,0.02,0.01,0.01,0.002,0.001,0.003,0.037,0.018,0.013,0.37,581,14,7,15.1,1178,1128,914,837,1210,557,461,28.0
0.147,0.25,1.23,0.016,0.004,0.02,0.01,0.01,0.002,0.002,0.003,0.034,0.016,0.015,0.36,548,14,7,31.9,1149,1101,855,835,1180,520,384,28.5
0.152,0.27,1.23,0.014,0.004,0.02,0.01,0.01,0.001,0.002,0.003,0.041,0.019,0.014,0.36,91,16,9,39.62,1168,1117,858,830,1184,555,473,29.0
0.152,0.27,1.23,0.014,0.004,0.02,0.01,0.01,0.001,0.002,0.003,0.041,0.019,0.014,0.36,548,16,9,39.62,1161,1111,854,829,1184,561,494,28.5
0.152,0.27,1.23,0.014,0.004,0.02,0.01,0.01,0.001,0.002,0.003,0.041,0.019,0.014,0.36,107,16,9,34.62,1149,1096,833,802,1183,552,466,28.0
0.152,0.27,1.23,0.014,0.004,0.02,0.01,0.01,0.001,0.002,0.003,0.041,0.019,0.014,0.36,548,16,9,29.62,1163,1111,843,805,1184,531,447,27.5
0.164,0.22,1.24,0.01,0.005,0.02,0.01,0.01,0.001,0.002,0.003,0.027,0.015,0.011,0.38,121,14,9,20.505000000000003,1165,1117,860,841,1188,546,387,28.5
0.141,0.27,1.24,0.013,0.004,0.02,0.01,0.01,0.002,0.002,0.003,0.035,0.017,0.013,0.38,308,12,7,27.15,1171,1120,855,830,1208,529,497,28.5
0.151,0.26,1.24,0.015,0.002,0.02,0.01,0.01,0.001,0.002,0.003,0.031,0.015,0.014,0.37,50,16,9,15.7,1158,1105,900,791,1189,530,431,27.0
0.145,0.29,1.23,0.01,0.005,0.02,0.01,0.02,0.001,0.001,0.002,0.038,0.017,0.014,0.36,582,16,9,24.4,1152,1102,880,806,1218,539,437,27.5
0.145,0.29,1.23,0.01,0.005,0.02,0.01,0.02,0.001,0.001,0.002,0.038,0.017,0.014,0.36,579,14,7,21.55,1164,1115,877,829,1188,529,454,29.5
0.145,0.29,1.23,0.01,0.005,0.02,0.01,0.02,0.001,0.001,0.002,0.038,0.017,0.014,0.36,576,14,7,19.4,1174,1126,879,833,1216,530,417,27.0
0.151,0.25,1.23,0.01,0.003,0.02,0.01,0.01,0.001,0.001,0.002,0.033,0.015,0.013,0.36,578,14,7,19.34,1165,1116,877,840,1200,527,435,28.0
0.148,0.28,1.24,0.012,0.003,0.02,0.01,0.02,0.002,0.002,0.003,0.04,0.019,0.012,0.36,43,14,7,9.59,1191,1137,878,814,1220,529,434,27.0
0.148,0.28,1.24,0.012,0.003,0.02,0.01,0.02,0.002,0.002,0.003,0.04,0.019,0.012,0.36,41,14,7,9.59,1174,1120,878,806,1211,516,403,28.0
0.148,0.28,1.24,0.012,0.003,0.02,0.01,0.02,0.002,0.002,0.003,0.04,0.019,0.012,0.36,46,14,7,9.64,1166,1111,957,789,1205,528,441,27.5
0.145,0.24,1.23,0.014,0.004,0.02,0.01,0.02,0.001,0.001,0.002,0.032,0.015,0.012,0.36,612,16,9,28.17,1171,1119,874,819,1185,513,430,25.0
0.145,0.24,1.23,0.014,0.004,0.02,0.01,0.02,0.001,0.001,0.002,0.032,0.015,0.012,0.36,631,16,9,27.87,1173,1120,857,811,1192,517,399,26.0
0.145,0.24,1.23,0.014,0.004,0.02,0.01,0.02,0.001,0.001,0.002,0.032,0.015,0.012,0.36,624,16,9,27.87,1180,1127,860,812,1196,540,449,26.0
0.155,0.29,1.25,0.014,0.004,0.02,0.01,0.01,0.001,0.002,0.002,0.028,0.016,0.013,0.37,631,16,9,27.6,1182,1129,872,821,1202,539,445,27.0
0.159,0.31,1.26,0.017,0.007,0.02,0.01,0.01,0.001,0.002,0.003,0.036,0.017,0.012,0.37,615,16,9,27.65,1151,1102,864,816,1200,542,443,26.5
0.159,0.31,1.26,0.017,0.007,0.02,0.01,0.01,0.001,0.002,0.003,0.036,0.017,0.012,0.37,610,16,9,27.62,1171,1119,875,817,1198,536,452,26.5
0.159,0.31,1.26,0.017,0.007,0.02,0.01,0.01,0.001,0.002,0.003,0.036,0.017,0.012,0.37,647,16,9,26.82,1169,1117,863,812,1195,544,420,28.5
0.148,0.23,1.22,0.014,0.004,0.02,0.01,0.01,0.003,0.001,0.002,0.035,0.016,0.013,0.36,613,16,9,26.52,1150,1100,862,811,1207,536,442,29.5
0.148,0.23,1.22,0.014,0.004,0.02,0.01,0.01,0.003,0.001,0.002,0.035,0.016,0.013,0.36,630,16,9,26.25,1160,1110,863,811,1200,527,459,28.5
0.148,0.23,1.22,0.014,0.004,0.02,0.01,0.01,0.003,0.001,0.002,0.035,0.016,0.013,0.36,590,16,9,26.25,1171,1118,863,809,1209,529,430,29.0
0.152,0.29,1.25,0.014,0.007,0.02,0.01,0.01,0.003,0.002,0.002,0.037,0.02,0.013,0.37,623,16,9,26.05,1164,1112,863,807,1204,530,417,28.5
0.157,0.26,1.24,0.012,0.003,0.02,0.01,0.01,0.002,0.002,0.002,0.028,0.014,0.013,0.37,617,16,9,25.75,1156,1104,855,802,1192,525,421,28.0
0.157,0.26,1.24,0.012,0.003,0.02,0.01,0.01,0.002,0.002,0.002,0.028,0.014,0.013,0.37,612,16,9,25.5,1156,1107,860,807,1201,537,427,28.0
0.148,0.31,1.26,0.013,0.002,0.02,0.01,0.01,0.002,0.002,0.002,0.038,0.02,0.014,0.36,623,16,9,25.5,1169,1115,852,801,1202,543,441,28.5
0.148,0.31,1.26,0.013,0.002,0.02,0.01,0.01,0.002,0.002,0.002,0.038,0.02,0.014,0.36,630,16,9,25.15,1157,1108,872,826,1197,538,449,28.5
0.148,0.31,1.26,0.013,0.002,0.02,0.01,0.01,0.002,0.002,0.002,0.038,0.02,0.014,0.36,623,16,9,25.15,1155,1107,867,822,1195,540,436,28.5
0.148,0.31,1.26,0.013,0.002,0.02,0.01,0.01,0.002,0.002,0.002,0.038,0.02,0.014,0.36,627,16,9,24.95,1154,1105,866,819,1196,529,430,28.5
0.151,0.25,1.22,0.011,0.005,0.02,0.01,0.01,0.002,0.001,0.002,0.028,0.015,0.013,0.36,621,16,9,24.95,1144,1098,867,824,1196,521,425,27.0
0.148,0.25,1.21,0.012,0.004,0.02,0.01,0.01,0.001,0.001,0.002,0.037,0.016,0.013,0.36,614,16,9,23.55,1161,1110,875,816,1193,533,417,28.5
0.151,0.27,1.24,0.013,0.006,0.02,0.01,0.01,0.002,0.002,0.002,0.036,0.016,0.016,0.38,590,14,7,20.4,1169,1117,855,813,1185,542,448,28.0
0.151,0.27,1.26,0.015,0.002,0.02,0.01,0.01,0.001,0.002,0.002,0.036,0.018,0.016,0.37,589,14,9,40.15,1177,1126,859,838,1191,525,401,26.0
0.153,0.27,1.26,0.015,0.002,0.02,0.01,0.01,0.003,0.002,0.002,0.038,0.017,0.017,0.37,582,14,7,27.16,1133,1089,863,833,1187,551,462,27.5
0.151,0.24,1.25,0.013,0.004,0.02,0.01,0.02,0.002,0.002,0.003,0.026,0.013,0.012,0.37,641,14,9,30.92,1175,1120,848,802,1200,559,486,28.5
0.152,0.26,1.24,0.012,0.006,0.02,0.01,0.02,0.002,0.002,0.003,0.034,0.016,0.014,0.37,602,14,7,20.505000000000003,1165,1114,878,818,1195,519,400,29.0
0.157,0.26,1.25,0.013,0.006,0.02,0.01,0.02,0.001,0.002,0.002,0.04,0.02,0.011,0.37,550,12,7,19.65,1175,1119,856,805,1197,521,403,29.5
0.157,0.26,1.25,0.013,0.006,0.02,0.01,0.02,0.001,0.002,0.002,0.04,0.02,0.011,0.37,537,14,9,27.7,1166,1112,851,800,1204,535,429,29.0
0.153,0.24,1.26,0.013,0.005,0.02,0.01,0.02,0.002,0.002,0.002,0.031,0.017,0.011,0.37,556,18,9,24.7,1170,1115,875,796,1196,522,405,28.5
0.148,0.27,1.27,0.015,0.006,0.02,0.01,0.02,0.002,0.002,0.002,0.04,0.017,0.012,0.37,543,16,9,29.46,1169,1121,894,838,1195,511,393,29.0
0.146,0.23,1.23,0.014,0.005,0.02,0.01,0.01,0.002,0.002,0.002,0.038,0.014,0.013,0.36,563,12,7,27.45,1162,1111,864,819,1184,522,398,26.5
0.154,0.23,1.24,0.015,0.008,0.02,0.01,0.01,0.002,0.002,0.002,0.037,0.021,0.012,0.37,20,12,7,7.64,1165,1114,878,846,1197,483,357,27.5
0.153,0.25,1.24,0.017,0.009,0.02,0.01,0.01,0.001,0.002,0.003,0.029,0.015,0.011,0.37,606,14,7,15.52,1128,1083,892,824,1197,519,405,25.0
0.164,0.22,1.24,0.01,0.005,0.02,0.01,0.01,0.001,0.002,0.003,0.027,0.015,0.011,0.38,522,16,9,30.1,1152,1098,863,818,1197,531,437,27.0
0.155,0.27,1.24,0.011,0.007,0.02,0.01,0.01,0.001,0.001,0.003,0.033,0.017,0.013,0.37,647,14,7,15.54,1142,1092,896,814,1186,530,411,28.0
0.151,0.27,1.26,0.016,0.003,0.02,0.01,0.01,0.001,0.002,0.003,0.03,0.018,0.013,0.37,337,14,7,15.41,1179,1123,901,815,1202,560,461,28.0
0.16,0.26,1.23,0.015,0.005,0.02,0.01,0.01,0.002,0.002,0.003,0.043,0.017,0.013,0.37,287,14,7,15.11,1178,1129,919,837,1209,533,408,28.0
0.151,0.27,1.26,0.016,0.003,0.02,0.01,0.01,0.001,0.002,0.003,0.03,0.018,0.013,0.37,411,16,11,23.45,1166,1111,881,801,1192,543,444,28.0
0.151,0.27,1.26,0.016,0.003,0.02,0.01,0.01,0.001,0.002,0.003,0.03,0.018,0.013,0.37,411,16,9,19.6,1152,1101,861,798,1188,555,467,27.0
0.15,0.27,1.22,0.018,0.01,0.02,0.01,0.02,0.001,0.002,0.003,0.024,0.018,0.012,0.36,597,14,7,11.48,1156,1107,914,819,1178,519,471,28.5
0.15,0.27,1.22,0.018,0.01,0.02,0.01,0.02,0.001,0.002,0.003,0.024,0.018,0.012,0.36,595,14,9,15.4,1149,1095,866,776,1169,521,460,28.0
0.146,0.28,1.27,0.012,0.003,0.02,0.01,0.01,0.001,0.002,0.003,0.035,0.014,0.015,0.36,59,14,7,11.5,1182,1125,878,809,1221,508,399,28.5
0.146,0.28,1.27,0.012,0.003,0.02,0.01,0.01,0.001,0.002,0.003,0.035,0.014,0.015,0.36,53,14,7,11.5,1190,1141,878,852,1220,504,395,27.0
0.151,0.26,1.24,0.015,0.002,0.02,0.01,0.01,0.001,0.002,0.003,0.031,0.015,0.014,0.37,50,16,7,11.5,1183,1132,878,832,1221,514,397,28.0
0.151,0.26,1.24,0.015,0.002,0.02,0.01,0.01,0.001,0.002,0.003,0.031,0.015,0.014,0.37,48,16,9,19.4,1199,1143,894,813,1225,544,466,29.5
0.152,0.26,1.26,0.016,0.005,0.02,0.01,0.01,0.001,0.002,0.002,0.027,0.016,0.013,0.37,581,16,9,29.45,1168,1118,877,832,1193,531,402,26.0
0.153,0.24,1.24,0.013,0.004,0.02,0.01,0.01,0.001,0.002,0.002,0.035,0.017,0.014,0.37,582,16,9,29.45,1175,1125,876,829,1197,525,444,27.5
0.152,0.25,1.26,0.014,0.009,0.02,0.01,0.01,0.001,0.001,0.002,0.038,0.017,0.013,0.37,594,16,9,35.65,1175,1126,865,839,1190,541,444,27.5
0.148,0.25,1.21,0.012,0.004,0.02,0.01,0.01,0.001,0.001,0.002,0.037,0.016,0.013,0.36,584,16,9,23.55,1162,1107,872,813,1195,519,404,26.0
0.152,0.29,1.23,0.015,0.004,0.02,0.01,0.02,0.002,0.002,0.002,0.03,0.016,0.013,0.36,597,16,9,22.95,1172,1120,873,809,1197,525,411,25.0
0.153,0.26,1.22,0.012,0.004,0.02,0.01,0.02,0.003,0.002,0.002,0.032,0.019,0.014,0.36,580,16,9,21.85,1171,1118,874,803,1189,528,418,27.5
0.154,0.28,1.25,0.014,0.003,0.02,0.01,0.01,0.001,0.002,0.002,0.035,0.019,0.013,0.37,586,16,9,20.35,1164,1110,862,794,1185,523,434,27.5
0.152,0.25,1.23,0.015,0.004,0.02,0.01,0.01,0.001,0.002,0.002,0.023,0.013,0.012,0.36,647,16,9,28.47,1154,1104,868,817,1204,539,431,25.0
0.151,0.27,1.24,0.012,0.008,0.02,0.01,0.01,0.003,0.001,0.002,0.033,0.017,0.013,0.36,612,18,9,28.25,1178,1125,874,819,1197,534,449,25.5
0.151,0.27,1.24,0.012,0.008,0.02,0.01,0.01,0.003,0.001,0.002,0.033,0.017,0.013,0.36,640,16,9,28.17,1175,1124,876,822,1186,533,432,27.5
0.155,0.29,1.25,0.014,0.004,0.02,0.01,0.01,0.001,0.002,0.002,0.028,0.016,0.013,0.37,624,16,9,27.9,1179,1127,875,825,1198,540,417,25.0
0.154,0.26,1.26,0.014,0.004,0.02,0.01,0.01,0.001,0.002,0.002,0.043,0.019,0.013,0.37,633,16,9,27.9,1166,1116,875,825,1207,552,444,25.5
0.154,0.26,1.26,0.014,0.004,0.02,0.01,0.01,0.001,0.002,0.002,0.043,0.019,0.013,0.37,638,16,9,27.9,1177,1124,859,813,1195,542,446,26.0
0.155,0.29,1.25,0.014,0.004,0.02,0.01,0.01,0.001,0.002,0.002,0.028,0.016,0.013,0.37,548,16,9,27.9,1178,1126,873,821,1200,543,424,26.0
0.155,0.29,1.25,0.014,0.004,0.02,0.01,0.01,0.001,0.002,0.002,0.028,0.016,0.013,0.37,609,16,9,27.9,1166,1116,877,825,1203,537,431,26.5
0.151,0.29,1.25,0.018,0.006,0.02,0.01,0.01,0.001,0.002,0.003,0.033,0.019,0.012,0.37,624,16,9,27.65,1160,1110,870,819,1197,539,425,27.0
0.152,0.29,1.25,0.014,0.007,0.02,0.01,0.01,0.003,0.002,0.002,0.037,0.02,0.013,0.37,628,16,9,25.75,1165,1114,855,801,1204,533,412,29.5
0.152,0.25,1.24,0.013,0.005,0.02,0.01,0.01,0.002,0.002,0.002,0.03,0.017,0.013,0.36,578,14,7,15.15,1169,1115,895,809,1186,529,423,29.0
0.15,0.25,1.26,0.013,0.003,0.02,0.01,0.01,0.003,0.002,0.002,0.032,0.018,0.013,0.37,587,14,7,15.15,1160,1107,897,811,1182,532,459,29.0
0.15,0.25,1.26,0.013,0.003,0.02,0.01,0.01,0.003,0.002,0.002,0.032,0.018,0.013,0.37,593,14,7,15.2,1170,1115,897,799,1187,539,450,27.5
0.151,0.27,1.23,0.014,0.005,0.02,0.01,0.02,0.001,0.002,0.002,0.026,0.014,0.013,0.36,561,18,11,20.505000000000003,1175,1120,851,808,1190,510,400,29.0
0.151,0.27,1.23,0.014,0.005,0.02,0.01,0.02,0.001,0.002,0.002,0.026,0.014,0.013,0.36,541,18,11,20.505000000000003,1173,1120,857,815,1187,543,403,29.0
0.141,0.25,1.24,0.01,0.006,0.02,0.01,0.01,0.002,0.001,0.002,0.036,0.017,0.013,0.38,548,16,7,24.65,1178,1122,868,800,1199,534,431,28.5
0.141,0.25,1.24,0.01,0.006,0.02,0.01,0.01,0.002,0.001,0.002,0.036,0.017,0.013,0.38,566,16,7,24.65,1180,1124,867,800,1198,542,457,28.0
0.153,0.24,1.26,0.013,0.005,0.02,0.01,0.02,0.002,0.002,0.002,0.031,0.017,0.011,0.37,585,16,7,15.4,1166,1113,917,814,1193,522,403,28.0
0.153,0.24,1.26,0.013,0.005,0.02,0.01,0.02,0.002,0.002,0.002,0.031,0.017,0.011,0.37,608,16,7,15.4,1176,1122,921,818,1192,529,425,28.0
0.148,0.24,1.23,0.015,0.004,0.02,0.01,0.02,0.002,0.002,0.002,0.031,0.016,0.011,0.36,553,18,9,19.45,1171,1114,869,783,1187,514,404,28.0
0.148,0.24,1.23,0.015,0.004,0.02,0.01,0.02,0.002,0.002,0.002,0.031,0.016,0.011,0.36,548,16,7,15.45,1175,1120,919,815,1190,530,406,28.5
0.148,0.24,1.23,0.015,0.004,0.02,0.01,0.02,0.002,0.002,0.002,0.031,0.016,0.011,0.36,554,18,9,17.45,1170,1115,902,798,1188,517,397,28.0
